明細コード,年月,検索カナ,品名,YJコード,一般名称カナ,一般名称,単位,棚番１,棚番２,理論在庫,単価,在庫金額,不動月数,在庫金額順位,発注点,調整数,自動発注対象外,発注点有効,後発,未処方日数,薬剤備考,薬価,薬価在庫金額,前月末理論在庫,入庫数,入庫金額,処方出庫数,処方出庫金額,処方外出庫数,処方外出庫金額,在庫月数
,202606,ｱｾﾄｱﾐﾉﾌｪﾝ,アセトアミノフェン錠２００ｍｇ「ケンエー」,1141007F1241,アセトアミノフェンジョウ,アセトアミノフェン錠,錠,,,300,5.61,1683,,612,0,0,0,0,1,,"",6.3,1890,,300,1683,0,0,0,0,0
,202606,ｱｾﾄｱﾐﾉﾌｪﾝ,アセトアミノフェン錠３００ｍｇ「ケンエー」,1141007F2060,アセトアミノフェンジョウ,アセトアミノフェン錠,錠,,,200,5.61,1122,,773,0,0,0,0,1,,"",6.3,1260,,200,1122,0,0,0,0,0
,202606,ｱｾﾄｱﾐﾉﾌｪﾝ,アセトアミノフェン錠５００ｍｇ「ケンエー」,1141007F3040,アセトアミノフェンジョウ,アセトアミノフェン錠,錠,,,100,9.97,997,,810,0,0,0,0,1,,"",11.2,1120,,100,997,0,0,0,0,0
,202606,ｱﾃﾃﾞｨｵ,アテディオ配合錠,2149120F1027,バルサルタン・シルニジピンハイゴウザイジョウ,バルサルタン・シルニジピン配合剤錠,錠,,,70,0,0,,1151,0,0,0,0,0,,"",29.3,2051,70,0,0,0,0,0,0,0
,202606,ｱﾗﾐｽﾄ,アラミスト点鼻液２７．５μｇ５６噴霧用,1329711Q1021,フルチカゾンフランカルボンサンエステルエキ,フルチカゾンフランカルボン酸エステル液,キット,,,4,0,0,,1151,0,0,0,0,0,,"",746.3,2985,4,0,0,0,0,0,0,0
,202606,ｱﾙｻﾙﾐﾝ,アルサルミン細粒９０％,2329008C1097,スクラルファートスイワブツサイリュウ,スクラルファート水和物細粒,Ｇ,,,168,0,0,,1151,0,0,0,0,0,,"",6.9,1159,168,0,0,0,0,0,0,0
,202606,ｱﾙﾀﾞｸﾄﾝｴｰ,アルダクトンＡ錠２５ｍｇ,2133001F1522,スピロノラクトンジョウ,スピロノラクトン錠,錠,,,151,0,0,,1151,0,0,0,0,0,,"",11.5,1737,151,0,0,0,0,0,0,0
,202606,ｱﾙﾌｧｶﾙｼﾄﾞｰ,アルファカルシドールカプセル０．２５μｇ「フソー」,3112001M1267,アルファカルシドールカプセル,アルファカルシドールカプセル,カプセル,,,100,0,0,,1151,0,0,0,0,1,,"",6.3,630,100,0,0,0,0,0,0,0
,202606,ｲﾌｪﾝﾌﾟﾛｼﾞﾙ,イフェンプロジル酒石酸塩錠２０ｍｇ「サワイ」,2190005F2213,イフェンプロジルシュセキサンエンジョウ,イフェンプロジル酒石酸塩錠,錠,,,136,0,0,,1151,0,0,0,0,1,,"",10.8,1469,136,0,0,0,0,0,0,0
,202606,ｲﾌﾞﾌﾟﾛﾌｪﾝ,イブプロフェン錠２００ｍｇ「ＮＩＧ」,1149001F2222,イブプロフェンジョウ,イブプロフェン錠,錠,,,100,0,0,,1151,0,0,0,0,0,,"",8.9,890,100,0,0,0,0,0,0,0
,202606,ｲﾐﾀﾞﾌﾟﾘﾙｴﾝ,イミダプリル塩酸塩錠５ｍｇ「サワイ」,2144008F2141,イミダプリルエンサンエンジョウ,イミダプリル塩酸塩錠,錠,,,100,11.11,1111,,777,0,0,0,0,1,,"",13.8,1380,100,0,0,0,0,0,0,0
,202606,ｲﾐﾄﾞｰﾙ,イミドール糖衣錠（２５）,1174006F2023,イミプラミンエンサンエンジョウ,イミプラミン塩酸塩錠,錠,,,158,0,0,,1151,0,0,0,0,0,,"",10.8,1706,158,0,0,0,0,0,0,0
,202606,ｲﾑﾗﾝ,イムラン錠５０ｍｇ,3999005F1059,アザチオプリンジョウ,アザチオプリン錠,錠,,,29,0,0,,1151,0,0,0,0,0,,"",65.3,1894,29,0,0,0,0,0,0,0
,202606,ｲﾝﾁﾝｺﾞﾚｲｻﾝ,１１７ツムラ茵ちん五苓散エキス顆粒（医療用）,5200004D1035,インチンゴレイサンエキスカリュウ,茵ちん五苓散エキス顆粒,Ｇ,,,67.5,0,0,,1151,0,0,0,0,0,,"",25.5,1721,67.5,0,0,0,0,0,0,0
,202606,ｳﾌﾞﾚﾁﾄﾞ,ウブレチド錠５ｍｇ,1231014F1054,ジスチグミンシュウカブツジョウ,ジスチグミン臭化物錠,錠,,,82,0,0,,1151,0,0,0,0,0,,"",11.3,927,82,0,0,0,0,0,0,0
,202606,ｴﾘｻﾞｽ,エリザス点鼻粉末２００μｇ２８噴霧用,1329712R1021,デキサメタゾンシペシルサンエステルフンムザイ,デキサメタゾンシペシル酸エステル噴霧剤,瓶,,,2,0,0,,1151,0,0,0,0,0,,"",662.3,1325,2,0,0,0,0,0,0,0
,202606,ｴﾙｻﾒｯﾄ,エルサメット配合錠,2590100X1139,オオウメガサソウエキス・ハコヤナギエキスハイゴウザイチョウヨウジョウ,オオウメガサソウエキス・ハコヤナギエキス配合剤腸溶錠,錠,,,276,0,0,,1151,0,0,0,0,1,,"",6.3,1739,276,0,0,0,0,0,0,0
,202606,ｵｲﾗｯｸｽｴｲﾁ,オイラックスＨクリーム,2649800N1029,ヒドロコルチゾン・クロタミトンクリーム,ヒドロコルチゾン・クロタミトンクリーム,Ｇ,,,60,0,0,,1151,0,0,0,0,0,,"",14.4,864,60,0,0,0,0,0,0,0
,202606,ｵﾗﾄﾞｰﾙｴｽ,オラドールＳトローチ０．５ｍｇ,2399712E1045,ドミフェンシュウカブツトローチ,ドミフェン臭化物トローチ,錠,,,60,0,0,,1151,0,0,0,0,0,,"",8.9,534,60,0,0,0,0,0,0,0
,202606,ｵﾗﾝｻﾞﾋﾟﾝ,オランザピン錠５ｍｇ「明治」,1179044F2190,オランザピンジョウ,オランザピン錠,錠,,,70,0,0,,1151,0,0,0,0,1,,"",14.3,1001,70,0,0,0,0,0,0,0
,202606,ｶﾘｼﾞﾉｹﾞﾅｰｾ,カリジノゲナーゼ錠５０単位「ＮＩＧ」,2491001F6273,カリジノゲナーゼチョウヨウジョウ,カリジノゲナーゼ腸溶錠,錠,,,168,9.16,1539,,647,0,0,0,0,1,,"",10.3,1730,168,0,0,0,0,0,0,0
,202606,ｶﾘﾒｰﾄ,カリメート経口液２０％,2190016S1027,ポリスチレンスルホンサンカルシウムエキ,ポリスチレンスルホン酸カルシウム液,包,,,17,0,0,,1151,0,0,0,0,0,,"",77.8,1323,17,0,0,0,0,0,0,0
,202606,ｶﾞｽﾀｰﾃﾞｨｰ,ガスターＤ錠１０ｍｇ,2325003F3035,ファモチジンコウクウナイホウカイジョウ,ファモチジン口腔内崩壊錠,錠,,,110,0,0,,1151,0,0,0,0,0,,"",10.8,1188,110,0,0,0,0,0,0,0
,202606,ｶﾞｽﾀｰﾃﾞｨｰ,ガスターＤ錠２０ｍｇ,2325003F4031,ファモチジンコウクウナイホウカイジョウ,ファモチジン口腔内崩壊錠,錠,,,60,0,0,,1151,0,0,0,0,0,,"",10.8,648,60,0,0,0,0,0,0,0
,202606,ｶﾞｽﾄﾛｰﾑ,ガストローム顆粒６６．７％,2329026D1031,エカベトナトリウムスイワブツカリュウ,エカベトナトリウム水和物顆粒,Ｇ,,,156,0,0,,1151,0,0,0,0,0,,"",0,0,198,0,0,0,0,0,0,0
,202606,ｸﾞﾗﾝﾀﾞｷｼﾝ,グランダキシン錠５０,1124026F1022,トフィソパムジョウ,トフィソパム錠,錠,,,185,0,0,,1151,0,0,0,0,0,,"",6.9,1277,185,0,0,0,0,0,0,0
,202606,ｸﾞﾙｺﾝｻﾝｶﾘｳ,グルコンサンＫ錠５ｍＥｑ,3229007F2035,グルコンサンカリウムジョウ,グルコン酸カリウム錠,錠,,,28,0,0,,1151,0,0,0,0,0,,"",6.9,193,28,0,0,0,0,0,0,0
,202606,ｹｲｼｶｼｬｸﾔｸﾄ,０６０ツムラ桂枝加芍薬湯エキス顆粒（医療用）,5200032D1045,ケイシカシャクヤクトウエキスカリュウ,桂枝加芍薬湯エキス顆粒,Ｇ,,,7.5,0,0,,1151,0,0,0,0,0,,"",7.5,56,7.5,0,0,0,0,0,0,0
,202606,ｺｰﾄﾘﾙ,コートリル錠１０ｍｇ,2452002F1030,ヒドロコルチゾンジョウ,ヒドロコルチゾン錠,錠,,,17,0,0,,1151,0,0,0,0,0,,"",7.4,126,17,0,0,0,0,0,0,0
,202606,ｺﾞｼｬｸｻﾝｴｷｽ,０６３ツムラ五積散エキス顆粒（医療用）,5200045D1034,ゴシャクサンエキスカリュウ,五積散エキス顆粒,Ｇ,,,35,0,0,,1151,0,0,0,0,0,,"",13.4,469,35,0,0,0,0,0,0,0
,202606,ｻﾝｶﾏｸﾞﾈｼｳﾑ,酸化マグネシウム細粒８３％「ケンエー」,2344009C1039,サンカマグネシウムサイリュウ,酸化マグネシウム細粒,Ｇ,,,1041,0,0,,1151,0,0,0,0,1,,"",8.4,8744,1041,0,0,0,0,0,0,0
,202606,ｻﾞﾙﾃｨｱ,ザルティア錠５ｍｇ,2590016F2027,タダラフィルジョウ,タダラフィル錠,錠,,,79,0,0,,1151,0,0,0,0,0,,"",78.6,6209,79,0,0,0,0,0,0,0
,202606,ｼｮｳﾌｳｻﾝｴｷｽ,０２２ツムラ消風散エキス顆粒（医療用）,5200077D1034,ショウフウサンエキスカリュウ,消風散エキス顆粒,Ｇ,,,285,0,0,,1151,0,0,0,0,0,,"",12.1,3449,285,0,0,0,0,0,0,0
,202606,ｼﾞｭﾝﾁｮｳﾄｳｴ,０５１ツムラ潤腸湯エキス顆粒（医療用）,5200071D1037,ジュンチョウトウエキスカリュウ,潤腸湯エキス顆粒,Ｇ,,,90,0,0,,1151,0,0,0,0,0,,"",15.2,1368,90,0,0,0,0,0,0,0
,202606,ｽﾋﾟﾗｿﾞﾝ,スピラゾンローション０．３％,2646720Q1057,プレドニゾロンキッソウサンエステルサクサンエステルエキ,プレドニゾロン吉草酸エステル酢酸エステル液,Ｇ,,,50,0,0,,1151,0,0,0,0,0,,"",14.7,735,50,0,0,0,0,0,0,0
,202606,ｾｲｾｲｽｲ,精製水「ケンエー」,7131001X1100,セイセイスイ,精製水,ＭＬ,,,500,0.21,105,,1129,0,0,0,0,0,,"",0.24,120,500,0,0,0,0,0,0,0
,202606,ｾﾌｧﾗﾝﾁﾝ,セファランチン錠１ｍｇ,2900001F1029,セファランチンジョウ,セファランチン錠,錠,,,70,0,0,,1151,0,0,0,0,0,,"",6.3,441,70,0,0,0,0,0,0,0
,202606,ｾﾚｺｷｼﾌﾞ,セレコキシブ錠２００ｍｇ「ファイザー」,1149037F2182,セレコキシブジョウ,セレコキシブ錠,錠,,,226,0,0,,1151,0,0,0,0,1,,"",15.5,3503,226,0,0,0,0,0,0,0
,202606,ｾﾞｽﾀｯｸ,ゼスタッククリーム,2649865N1023,フクジンエキス・ヘパリンルイジブッシツハイゴウザイクリーム,副腎エキス・ヘパリン類似物質配合剤クリーム,Ｇ,,,275,0,0,,1151,0,0,0,0,1,,"",6.3,1733,275,0,0,0,0,0,0,0
,202606,ﾀｶﾞﾒｯﾄ,タガメット錠２００ｍｇ,2325001F1211,シメチジンジョウ,シメチジン錠,錠,,,183,0,0,,1151,0,0,0,0,0,,"",7.6,1391,183,0,0,0,0,0,0,0
,202606,ﾀﾞｰﾌﾞﾛｯｸ,ダーブロック錠２ｍｇ,3999049F2023,ダプロデュスタットジョウ,ダプロデュスタット錠,錠,,,88,0,0,,1151,0,0,0,0,0,,"",152.3,13402,88,0,0,0,0,0,0,0
,202606,ﾀﾞﾗｼﾝﾃｨｰ,ダラシンＴローション１％,2634713Q1021,クリンダマイシンリンサンエステルエキ,クリンダマイシンリン酸エステル液,ＭＬ,,,20,0,0,,1151,0,0,0,0,0,,"",19.6,392,20,0,0,0,0,0,0,0
,202606,ﾃﾞｴﾋﾞｺﾞ,デエビゴ錠１０ｍｇ,1190027F3025,レンボレキサントジョウ,レンボレキサント錠,錠,,,100,94.57,9457,,121,0,0,0,0,0,,"",103.6,10360,249,0,0,0,0,0,0,0
,202606,ﾃﾞｽﾛﾗﾀｼﾞﾝ,デスロラタジン錠５ｍｇ「ケミファ」,4490032F1031,デスロラタジンジョウ,デスロラタジン錠,錠,,,100,15.18,1518,,656,0,0,0,0,1,,"",16.7,1670,,100,1518,0,0,0,0,0
,202606,ﾃﾞｽﾛﾗﾀｼﾞﾝ,デスロラタジン錠５ｍｇ「サワイ」,4490032F1040,デスロラタジンジョウ,デスロラタジン錠,錠,,,100,14.3,1430,,683,0,0,0,0,1,,"",16.7,1670,,100,1430,0,0,0,0,0
,202606,ﾄﾗﾆﾗｽﾄ,トラニラスト点眼液０．５％「ニットー」,1319736Q1149,トラニラストエキ,トラニラスト液,瓶,,,10,133.9,1339,,713,2,,0,1,1,,"",182.6,1826,10,0,0,0,0,0,0,0
,202606,ﾄﾞｸﾞﾏﾁｰﾙ,ドグマチール錠５０ｍｇ,2329009F1110,スルピリドジョウ,スルピリド錠,錠,,,81,0,0,,1151,0,0,0,0,0,,"",10.8,875,81,0,0,0,0,0,0,0
,202606,ﾄﾞﾝﾍﾟﾘﾄﾞﾝ,ドンペリドン錠５ｍｇ「サワイ」,2399005F1248,ドンペリドンジョウ,ドンペリドン錠,錠,,,100,5.11,511,,1008,20,,0,1,0,,"",6.3,630,100,0,0,0,0,0,0,0
,202606,ﾆｭｰﾛﾀﾝ,ニューロタン錠２５ｍｇ,2149039F1031,ロサルタンカリウムジョウ,ロサルタンカリウム錠,錠,,,83,0,0,,1151,0,0,0,0,0,,"",18.2,1511,83,0,0,0,0,0,0,0
,202606,ﾈﾘｿﾞﾅﾕﾆﾊﾞｰ,ネリゾナユニバーサルクリーム０．１％,2646700N1169,ジフルコルトロンキッソウサンエステルクリーム,ジフルコルトロン吉草酸エステルクリーム,Ｇ,,,40,0,0,,1151,0,0,0,0,0,,"",15.9,636,40,0,0,0,0,0,0,0
,202606,ﾋｽﾛﾝ,ヒスロン錠５,2478002F2033,メドロキシプロゲステロンサクサンエステルジョウ,メドロキシプロゲステロン酢酸エステル錠,錠,,,10,0,0,,1151,0,0,0,0,0,,"",23.1,231,10,0,0,0,0,0,0,0
,202606,ﾋﾙﾅﾐﾝ,ヒルナミン錠（２５ｍｇ）,1172014F2139,レボメプロマジンマレインサンエンジョウ,レボメプロマジンマレイン酸塩錠,錠,,,248,0,0,,1151,0,0,0,0,0,,"",6.3,1562,248,0,0,0,0,0,0,0
,202606,ﾋﾞﾍﾟﾘﾃﾞﾝｴﾝ,ビペリデン塩酸塩錠１ｍｇ「ヨシトミ」,1162001F1082,ビペリデンエンサンエンジョウ,ビペリデン塩酸塩錠,錠,,,89,0,0,,1151,0,0,0,0,1,,"",6.1,543,89,0,0,0,0,0,0,0
,202606,ﾋﾞﾍﾟﾘﾃﾞﾝｴﾝ,ビペリデン塩酸塩錠２ｍｇ「サワイ」,1162001F2046,ビペリデンエンサンエンジョウ,ビペリデン塩酸塩錠,錠,,,131,0,0,,1151,0,0,0,0,1,,"",6.1,799,131,0,0,0,0,0,0,0
,202606,ﾋﾞﾗｽﾁﾝ,ビラスチン錠２０ｍｇ「サワイ」,4490033F1044,ビラスチンジョウ,ビラスチン錠,錠,,,100,14.8,1480,,670,0,0,0,0,1,,"",17.7,1770,,100,1480,0,0,0,0,0
,202606,ﾋﾞﾗｽﾁﾝ,ビラスチン錠２０ｍｇ「ＥＰ」,4490033F1036,ビラスチンジョウ,ビラスチン錠,錠,,,100,15.8,1580,,636,0,0,0,0,1,,"",17.7,1770,,100,1580,0,0,0,0,0
,202606,ﾋﾞﾗｽﾁﾝｵｰﾃﾞ,ビラスチンＯＤ錠２０ｍｇ「ダイト」,4490033F2083,ビラスチンコウクウナイホウカイジョウ,ビラスチン口腔内崩壊錠,錠,,,100,16.09,1609,,627,0,0,0,0,1,,"",17.7,1770,,100,1609,0,0,0,0,0
,202606,ﾋﾞﾗｽﾁﾝｵｰﾃﾞ,ビラスチンＯＤ錠２０ｍｇ「ＥＰ」,4490033F2032,ビラスチンコウクウナイホウカイジョウ,ビラスチン口腔内崩壊錠,錠,,,100,16.02,1602,,629,0,0,0,0,1,,"",17.7,1770,,100,1602,0,0,0,0,0
,202606,ﾋﾟﾓﾍﾞﾝﾀﾞﾝ,ピモベンダン錠２．５ｍｇ「ＴＥ」,2119006F2026,ピモベンダンジョウ,ピモベンダン錠,錠,,,166,0,0,,1151,0,0,0,0,1,,"",57.7,9578,166,0,0,0,0,0,0,0
,202606,ﾌｪｿﾃﾛｼﾞﾝﾌﾏ,フェソテロジンフマル酸塩徐放錠４ｍｇ「サワイ」,2590015G1030,フェソテロジンフマルサンエンジョホウジョウ,フェソテロジンフマル酸塩徐放錠,錠,,,100,48.2,4820,,270,0,0,0,0,1,,"",54.6,5460,,100,4820,0,0,0,0,0
,202606,ﾌｪﾛﾐｱ,フェロミア錠５０ｍｇ,3222013F1025,クエンサンダイイチテツナトリウムジョウ,クエン酸第一鉄ナトリウム錠,錠,,,80,0,0,,1151,0,0,0,0,0,,"",6.3,504,80,0,0,0,0,0,0,0
,202606,ﾌｽﾀｿﾞｰﾙ,フスタゾール糖衣錠１０ｍｇ,2229004F1030,クロペラスチンエンサンエンジョウ,クロペラスチン塩酸塩錠,錠,,,0,0,0,,1151,0,0,0,0,0,,"",6.3,0,90,0,0,0,0,0,0,0
,202606,ﾌﾗﾝﾄﾞﾙ,フランドル錠２０ｍｇ,2171011G1123,ショウサンイソソルビドジョホウジョウ,硝酸イソソルビド徐放錠,錠,,,182,0,0,,1151,0,0,0,0,0,,"",0,0,182,0,0,0,0,0,0,0
,202606,ﾌﾘｳｪﾙ,フリウェル配合錠ＬＤ「モチダ」,2482009F1058,ノルエチステロン・エチニルエストラジオールジョウ,ノルエチステロン・エチニルエストラジオール錠,錠,,,105,39.36,4132,,304,63,,0,1,1,,"",57.8,6069,105,0,0,0,0,0,0,0
,202606,ﾌﾙﾅｰｾﾞ,小児用フルナーゼ点鼻液２５μｇ５６噴霧用,1329707Q2030,フルチカゾンプロピオンサンエステルエキ,フルチカゾンプロピオン酸エステル液,瓶,,,4,0,0,,1151,0,0,0,0,0,,"",0,0,4,0,0,0,0,0,0,0
,202606,ﾌﾙﾎﾞｷｻﾐﾝﾏﾚ,フルボキサミンマレイン酸塩錠５０ｍｇ「日医工」,1179039F2164,フルボキサミンマレインサンエンジョウ,フルボキサミンマレイン酸塩錠,錠,,,70,0,0,,1151,0,0,0,0,1,,"",10.9,763,70,0,0,0,0,0,0,0
,202606,ﾌﾞﾙﾌｪﾝ,ブルフェン錠１００,1149001F1455,イブプロフェンジョウ,イブプロフェン錠,錠,,,106,0,0,,1151,0,0,0,0,0,,"",6.3,668,106,0,0,0,0,0,0,0
,202606,ﾌﾟﾗｽｸﾞﾚﾙ,プラスグレル錠３．７５ｍｇ「ＤＳＥＰ」,3399009F1038,プラスグレルエンサンエンジョウ,プラスグレル塩酸塩錠,錠,,,200,97.28,19456,,47,0,0,0,0,1,,"",118.2,23640,200,0,0,0,0,0,0,0
,202606,ﾌﾟﾘﾝﾍﾟﾗﾝ,プリンペラン錠５,2399004F1200,メトクロプラミドジョウ,メトクロプラミド錠,錠,,,61,0,0,,1151,0,0,0,0,0,,"",10.8,659,61,0,0,0,0,0,0,0
,202606,ﾍﾓｸﾛﾝ,ヘモクロンカプセル２００ｍｇ,2559001M1104,トリベノシドカプセル,トリベノシドカプセル,カプセル,,,10,0,0,,1151,0,0,0,0,0,,"",28.3,283,10,0,0,0,0,0,0,0
,202606,ﾍﾟﾝﾀｻ,ペンタサ錠２５０ｍｇ,2399009F1149,メサラジンジョホウジョウ,メサラジン徐放錠,錠,,,65,0,0,,1151,0,0,0,0,0,,"",26.1,1697,65,0,0,0,0,0,0,0
,202606,ﾎﾟﾋﾞﾄﾞﾝﾖｰﾄ,ポビドンヨードガーグル液７％「ケンエー」,2260701F1417,ポビドンヨードガンソウザイ,ポビドンヨード含嗽剤,ＭＬ,,,300,2.82,846,,873,30,,0,1,0,,"",3.2,960,,300,846,0,0,0,0,0
,202606,ﾏｯｸﾀｰｾﾞ,マックターゼ配合錠,2339265F1027,ビオヂアスターゼ２０００ハイゴウザイジョウ,ビオヂアスターゼ２０００配合剤錠,錠,,,155,0,0,,1151,0,0,0,0,1,,"",6.3,977,155,0,0,0,0,0,0,0
,202606,ﾏﾘｾﾞﾌﾞ,マリゼブ錠２５ｍｇ,3969025F2029,オマリグリプチンジョウ,オマリグリプチン錠,錠,,,20,459.4,9188,,128,0,0,0,0,0,,"",497.5,9950,20,0,0,0,0,0,0,0
,202606,ﾏﾝｼﾞｬﾛ,マンジャロ皮下注７．５ｍｇアテオス,2499422G3027,チルゼパチドキット,チルゼパチドキット,キット,,,12,5142.5,61710,,9,,,0,0,0,,"",5772,69264,12,0,0,0,0,0,0,0
,202606,ﾐｵﾅｰﾙ,ミオナール錠５０ｍｇ,1249009F1090,エペリゾンエンサンエンジョウ,エペリゾン塩酸塩錠,錠,,,159,0,0,,1151,0,0,0,0,0,,"",7.7,1224,159,0,0,0,0,0,0,0
,202606,ﾐﾙﾀｻﾞﾋﾟﾝ,ミルタザピン錠３０ｍｇ「明治」,1179051F2203,ミルタザピンジョウ,ミルタザピン錠,錠,,,40,0,0,,1151,0,0,0,0,1,,"",23.2,928,40,0,0,0,0,0,0,0
,202606,ﾒｷｼﾁｰﾙ,メキシチールカプセル５０ｍｇ,2129003M1021,メキシレチンエンサンエンカプセル,メキシレチン塩酸塩カプセル,カプセル,,,109,7.29,795,,895,0,0,0,0,0,,"",8.2,894,109,0,0,0,0,0,0,0
,202606,ﾒﾌﾟﾁﾝ,メプチンスイングヘラー１０μｇ吸入１００回,2259704Y1020,プロカテロールエンサンエンスイワブツキュウニュウザイ,プロカテロール塩酸塩水和物吸入剤,キット,,,2,0,0,,1151,0,0,0,0,0,,"",1770.3,3541,2,0,0,0,0,0,0,0
,202606,ﾒﾏﾝﾁﾝｴﾝｻﾝｴ,メマンチン塩酸塩ＯＤ錠２０ｍｇ「サワイ」,1190018F6157,メマンチンエンサンエンコウクウナイホウカイジョウ,メマンチン塩酸塩口腔内崩壊錠,錠,,,80,0,0,,1151,0,0,0,0,1,,"",40.5,3240,80,0,0,0,0,0,0,0
,202606,ﾓｰﾗｽ,モーラスパップ３０ｍｇ,2649729S1154,ケトプロフェンチョウフザイ,ケトプロフェン貼付剤,枚,,,42,0,0,,1151,0,0,0,0,0,,"",18.2,764,42,0,0,0,0,0,0,0
,202606,ﾓﾒﾀｿﾞﾝﾌﾗﾝｶ,モメタゾンフランカルボン酸エステル軟膏０．１％「イワキ」,2646731M1061,モメタゾンフランカルボンサンエステルナンコウ,モメタゾンフランカルボン酸エステル軟膏,Ｇ,,,50,18.16,908,,844,50,,0,1,0,,"",20.1,1005,50,0,0,0,0,0,0,0
,202606,ﾔｰｽﾞ,ヤーズ配合錠,2482011F1020,ドロスピレノン・エチニルエストラジオール　ベータデクスジョウ,ドロスピレノン・エチニルエストラジオール　ベータデクス錠,錠,,,84,112.71,9468,,120,30,,0,1,0,,"",134.2,11273,84,0,0,0,0,0,0,0
,202606,ﾕﾍﾞﾗｴﾇ,ユベラＮカプセル１００ｍｇ,2190006M1156,トコフェロールニコチンサンエステルカプセル,トコフェロールニコチン酸エステルカプセル,カプセル,,,300,4.85,1455,,677,0,0,0,0,0,,"",6.3,1890,300,0,0,0,0,0,0,0
,202606,ﾖｸｲﾆﾝﾄｳｴｷｽ,０５２ツムラよく苡仁湯エキス顆粒（医療用）,5200138D1059,ヨクイニントウエキスカリュウ,よく苡仁湯エキス顆粒,Ｇ,,,15,0,0,,1151,0,0,0,0,0,,"",15.8,237,15,0,0,0,0,0,0,0
,202606,ﾘｼﾉﾌﾟﾘﾙ,リシノプリル錠１０ｍｇ「サワイ」,2144006F2169,リシノプリルスイワブツジョウ,リシノプリル水和物錠,錠,,,60,0,0,,1151,0,0,0,0,1,,"",10.8,648,60,0,0,0,0,0,0,0
,202606,ﾘｽﾊﾟﾀﾞｰﾙ,リスパダール内用液１ｍｇ／ｍＬ,1179038S1021,リスペリドンエキ,リスペリドン液,ＭＬ,,,84,0,0,,1151,0,0,0,0,0,,"",25,2100,84,0,0,0,0,0,0,0
,202606,ﾘｽﾍﾟﾘﾄﾞﾝ,リスペリドン内用液分包１ｍｇ「アメル」,1179038S3024,リスペリドンエキ,リスペリドン液,包,,,30,0,0,,1151,0,0,0,0,1,,"",25.5,765,30,0,0,0,0,0,0,0
,202606,ﾘｾﾄﾞﾛﾝｻﾝﾅﾄ,リセドロン酸Ｎａ錠７５ｍｇ「日医工」,3999019F3053,リセドロンサンナトリウムスイワブツジョウ,リセドロン酸ナトリウム水和物錠,錠,,,2,0,0,,1151,0,0,0,0,1,,"",292.4,585,2,0,0,0,0,0,0,0
,202606,ﾘﾏﾌﾟﾛｽﾄｱﾙﾌ,リマプロスト　アルファデクス錠５μｇ「サワイ」,3399003F1154,リマプロスト　アルファデクスジョウ,リマプロスト　アルファデクス錠,錠,,,500,7.92,3960,,317,0,0,0,0,1,,"",8.9,4450,100,400,3168,0,0,0,0,0
,202606,ﾙｾﾌｨ,ルセフィ錠５ｍｇ,3969020F2026,ルセオグリフロジンスイワブツジョウ,ルセオグリフロジン水和物錠,錠,,,149,0,0,,1151,0,0,0,0,0,,"",187.5,27938,149,0,0,0,0,0,0,0
,202606,ﾙﾌﾟﾗｯｸ,ルプラック錠８ｍｇ,2139009F2022,トラセミドジョウ,トラセミド錠,錠,,,150,0,0,,1151,0,0,0,0,0,,"",15.8,2370,150,0,0,0,0,0,0,0
,202606,ﾚｽﾌﾟﾚﾝ,レスプレン錠２０ｍｇ,2249001F2079,エプラジノンエンサンエンジョウ,エプラジノン塩酸塩錠,錠,,,18,0,0,,1151,0,0,0,0,0,,"",11.7,211,18,0,0,0,0,0,0,0
,202606,ﾚｽﾌﾟﾚﾝ,レスプレン錠３０ｍｇ,2249001F3032,エプラジノンエンサンエンジョウ,エプラジノン塩酸塩錠,錠,,,59,0,0,,1151,0,0,0,0,0,,"",11.8,696,59,0,0,0,0,0,0,0
,202606,ﾛｷｿﾌﾟﾛﾌｪﾝﾅ,ロキソプロフェンＮａテープ１００ｍｇ「ＤＳＥＰ」,2649735S3292,ロキソプロフェンナトリウムスイワブツチョウフザイ,ロキソプロフェンナトリウム水和物貼付剤,枚,,,70,15.11,1058,,793,0,0,0,0,0,,"",18.2,1274,70,0,0,0,0,0,0,0
,202606,ﾛｹﾙﾏ,ロケルマ懸濁用散分包１０ｇ,2190040B2027,ジルコニウムシクロケイサンナトリウムスイワブツサン,ジルコニウムシクロケイ酸ナトリウム水和物散,包,,,16,1315.04,21041,,43,0,0,0,0,0,,"",1475.3,23605,16,0,0,0,0,0,0,0
200215,202606,ｱｽﾍﾞﾘﾝ,アスベリン錠２０,2249003F2027,チペピジンヒベンズサンエンジョウ,チペピジンヒベンズ酸塩錠,錠,,,3706,12.28,45513,,15,1500,0,0,1,0,2,"",13.8,51143,1888,0,0,300,3684,0,0,3.52
200316,202606,ｱﾃﾞﾎｽ,アデホスコーワ腸溶錠２０　２０ｍｇ,3992001F1084,アデノシンサンリンサンニナトリウムスイワブツチョウヨウジョウ,アデノシン三リン酸二ナトリウム水和物腸溶錠,錠,,,58,4.92,285,9,1094,0,0,0,0,0,258,"",6.1,354,58,0,0,0,0,0,0,0
